"ModelID","SampleID","CompoundName","CompoundID","EC50","LowerAsymptote","UpperAsymptote","Slope","MinimumDose","MaximumDose","DoseUnit","CellLineName","StrippedCellLineName","DepmapModelType","TargetOrMechanism","GeneSymbolOfTargets"
"ACH-001360","GDSC2:1029","AMG 706","DPC-000504",18640.351291409,1.01,1.01,1e-05,0.0100052698506632,10,"uM","MS751","MS751","CESC","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-000129","GDSC2:1029","AMG 706","DPC-000504",0.0734843847374509,0.794707880310531,1.01,-0.573244983366219,0.0100052698506632,10,"uM","NCI-H1341","NCIH1341","SCNEC","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-002180","GDSC2:1029","AMG 706","DPC-000504",18.6982034625838,0.299459894243443,1.0099999909998,-5.44955112466983,0.0100052698506632,10,"uM","OMC-1","OMC1","CESC","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-000556","GDSC2:1029","AMG 706","DPC-000504",0.602046577854557,1.01,1.01,1e-05,0.0100052698506632,10,"uM","SIHA","SIHA","CESC","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-001650","GDSC2:1029","AMG 706","DPC-000504",2.90875233101519,1.01,1.01,1e-05,0.0100052698506632,10,"uM","SISO","SISO","CEAD","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-001402","GDSC2:1029","AMG 706","DPC-000504",0.141199752548125,0.764469038609779,1.01,1e-05,0.0100052698506632,10,"uM","SW756","SW756","CESC","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-002201","GDSC2:1029","AMG 706","DPC-000504",1.71319847260887,1.01,1.01,-0.284072744718531,0.0100052698506632,10,"uM","TC-YIK","TCYIK","SCCE","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR","FLT1;FLT4;KDR;KIT"
"ACH-001333","GDSC2:1922","AZD 2171","DPC-000816",5.09603295836483,0,1.01,-2.34234472457947,0.0100052698506632,10,"uM","C-33 A","C33A","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001334","GDSC2:1922","AZD 2171","DPC-000816",6.11145611302704,0,0.898343128553017,-4.73977280936584,0.0100052698506632,10,"uM","C-4 I","C4I","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001336","GDSC2:1922","AZD 2171","DPC-000816",4.46561009110263,0,0.900519123517011,-2.21582059432083,0.0100052698506632,10,"uM","Ca Ski","CASKI","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001341","GDSC2:1922","AZD 2171","DPC-000816",6.4166831487329,0,0.897049604637194,-2.63992338897879,0.0100052698506632,10,"uM","DoTc2 4510","DOTC24510","MCCE","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001525","GDSC2:1922","AZD 2171","DPC-000816",11.3793625405817,0.00683648317074584,0.811534554817785,-10.8972456090464,0.0100052698506632,10,"uM","HT-3","HT3","CEAD","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001086","GDSC2:1922","AZD 2171","DPC-000816",6.63052876621011,0.648219206061756,1.00999999719582,-4.36539792856404,0.0100052698506632,10,"uM","HeLa","HELA","ECAD","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001359","GDSC2:1922","AZD 2171","DPC-000816",4.17030366301436,0.163982162595971,0.956170863350914,-0.888764024035207,0.0100052698506632,10,"uM","ME-180","ME180","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001360","GDSC2:1922","AZD 2171","DPC-000816",6.33607546614287,0,0.8,-2.24780415122108,0.0100052698506632,10,"uM","MS751","MS751","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-000129","GDSC2:1922","AZD 2171","DPC-000816",10.9270771622246,0.468547638757716,0.973934467684301,-8.43709149823348,0.0100052698506632,10,"uM","NCI-H1341","NCIH1341","SCNEC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-002180","GDSC2:1922","AZD 2171","DPC-000816",27.0163070184345,0,0.830288107983554,-1.02147505186105,0.0100052698506632,10,"uM","OMC-1","OMC1","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-000556","GDSC2:1922","AZD 2171","DPC-000816",3.49719174157815,0.710196515336429,0.881094327166061,-13.1642597852156,0.0100052698506632,10,"uM","SIHA","SIHA","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001650","GDSC2:1922","AZD 2171","DPC-000816",6.21376193765604,0,0.964372339424382,-2.28285388398933,0.0100052698506632,10,"uM","SISO","SISO","CEAD","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001402","GDSC2:1922","AZD 2171","DPC-000816",23.23624510865,0,0.908191140031239,-1.02658498382301,0.0100052698506632,10,"uM","SW756","SW756","CESC","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-002201","GDSC2:1922","AZD 2171","DPC-000816",2.49765751068231,0,1.01,-1.2629936289586,0.0100052698506632,10,"uM","TC-YIK","TCYIK","SCCE","KIT INHIBITOR, VEGFR INHIBITOR","CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB"
"ACH-001333","GDSC2:1091","BMS 536924","DPC-001140",8.87072003611548,0.310116461596358,1.01,-0.797954903607851,0.0100052698506632,10,"uM","C-33 A","C33A","CESC","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001334","GDSC2:1091","BMS 536924","DPC-001140",14.0514344657107,0,0.916850697666031,-1.01382676755845,0.0100052698506632,10,"uM","C-4 I","C4I","CESC","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001336","GDSC2:1091","BMS 536924","DPC-001140",3.37353069668088,0.459199863593468,0.8885259575355,-12.042723653002,0.0100052698506632,10,"uM","Ca Ski","CASKI","CESC","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001341","GDSC2:1091","BMS 536924","DPC-001140",25.5581115052614,0.101817475315789,0.829888889526553,-2.01151084991059,0.0100052698506632,10,"uM","DoTc2 4510","DOTC24510","MCCE","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001525","GDSC2:1091","BMS 536924","DPC-001140",6.49096746513066,0.334689196464014,0.964566394147875,-0.940139720911564,0.0100052698506632,10,"uM","HT-3","HT3","CEAD","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001086","GDSC2:1091","BMS 536924","DPC-001140",5.90825525920165,0,1.01,-1.01705712483804,0.0100052698506632,10,"uM","HeLa","HELA","ECAD","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001359","GDSC2:1091","BMS 536924","DPC-001140",28.3745253621033,0,1.01,-0.447413428613701,0.0100052698506632,10,"uM","ME-180","ME180","CESC","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
"ACH-001360","GDSC2:1091","BMS 536924","DPC-001140",15.0032794198461,0,0.915491280658448,-0.736109158203009,0.0100052698506632,10,"uM","MS751","MS751","CESC","IGF-1 INHIBITOR","AKT1;CCNE1;CDK2;CYP3A4;ERBB2;IGF1R;KDR;LCK;MAPK1;MET;PDGFRA;PDGFRB"
